Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
5393,C,W;A,Conte,Parma,647,639,144,11,11,0,86,30,666,453,46,0,232,344,0,0,0,0,143,297,167,613,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W;A,Parma,15,19,-4,15,18,-3,30,30,666,32,5.95,6.45,4,0,0,0,0,0,4,0,0,0,0.1954364544991534,2.58,12.799999999999995,0,0,0.0,0,0.0,0,N.D.
5394,N.D.,N.D.,Pertini,N.D.,447,595,529,666,666,666,259,666,666,19,229,666,34,280,666,666,666,666,97,603,119,342,A,Pc,Verona,7,4,3,6,3,3,21,21,666,14,5.89,6.11,2,0,0,0,0,0,0,2,0,1,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4073333333333333,0.9333333333333332,0,0,0.0,0,0.0,0,N.D.
5395,N.D.,N.D.,Vidoni,N.D.,318,433,7,666,666,666,195,666,666,565,641,666,366,426,666,666,666,666,228,607,581,46,A,W;A,Verona,1,1,0,1,2,-1,6,7,666,6,5.58,5.5,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3666666666666666,0.4,0,0,0.0,0,0.0,0,N.D.
5397,N.D.,N.D.,Sabbatini,N.D.,545,493,525,666,666,666,452,666,666,637,308,666,2,117,666,666,666,666,136,69,326,569,C,C;T,Spezia,3,7,-4,3,7,-4,5,5,666,13,5.92,5.88,0,0,0,0,0,0,0,1,0,0,C,C;T,Empoli,7,4,3,7,4,3,12,12,666,16,5.94,6.16,1,0,0,0,0,0,1,1,0,0,C,C;T,Empoli,2,2,0,4,2,2,5,5,666,3,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,4.023999999999999,5.266666666666666,0,0,0.015,0,0.0,0,N.D.
5399,N.D.,N.D.,Cesaroni,N.D.,111,192,131,666,666,666,430,666,666,575,155,666,275,145,666,666,666,666,594,541,353,234,D,Dc,Monza,2,1,1,2,1,1,1,1,666,6,5.42,5.25,0,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.35,0.4,0,0,0.0,0,0.0,0,N.D.
5406,D,Dd;E,Moretti,Cagliari,214,361,453,2,2,0,552,4,666,562,138,0,464,594,0,0,0,0,361,420,218,312,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;E,Cagliari,2,2,0,2,2,0,3,3,666,9,5.67,5.67,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0546458367957641,1.1339999999999997,1.7999999999999996,0,0,0.0,0,0.0,0,N.D.
5420,N.D.,N.D.,Cianciolo,N.D.,195,370,179,666,666,666,472,666,666,279,617,666,32,530,666,666,666,666,315,665,620,292,C,M;C,Roma,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5421,N.D.,N.D.,Saragat,N.D.,601,22,570,666,666,666,118,666,666,404,99,666,206,251,666,666,666,666,464,3,217,141,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Parma,3,1,2,3,1,2,8,8,666,13,6.04,5.92,0,0,0,0,0,0,0,3,0,0,0.0,2.368,5.199999999999999,0,0,0.0,0,0.0,0,N.D.
5422,C,E;W,Vecellio,Inter,388,577,186,6,6,0,500,11,666,635,205,0,246,556,0,0,0,0,55,607,519,619,C,E;W,Roma,10,7,3,10,7,3,16,17,666,32,5.98,6.16,2,0,0,0,0,0,1,3,0,0,C,E,Roma,4,8,-4,4,9,-5,18,18,666,22,5.8,5.77,0,0,0,0,0,0,1,1,1,0,C,W,Inter,7,2,5,7,2,5,15,12,666,19,6.03,6.21,1,0,0,0,0,0,2,3,0,0,0.2591387554210793,4.048666666666667,14.133333333333333,1,0,0.855,1,0.2215636358850228,0,Squadra_4_AI
5423,N.D.,N.D.,Montesano,N.D.,630,138,18,666,666,666,388,666,666,553,493,666,506,619,666,666,666,666,52,167,540,220,C,C,Roma,9,1,8,9,1,8,5,5,666,17,6.03,6.15,1,0,0,0,0,0,0,2,0,0,C,C,Roma,7,5,2,7,5,2,23,23,666,28,5.96,5.96,0,0,0,0,0,0,1,2,0,0,C,M;C,Fiorentina,7,5,2,7,6,1,20,25,666,12,6.29,6.58,1,0,0,0,0,0,2,3,0,0,0.0,4.233999999999999,11.533333333333331,0,0,0.215,0,0.0,0,N.D.
5424,N.D.,N.D.,Interminelli,N.D.,655,663,533,666,666,666,73,666,666,557,157,666,505,245,666,666,666,666,275,538,504,37,D,Dd;Dc,Bologna,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,D,Dd;Dc,Bologna,1,1,0,1,1,0,1,2,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5425,N.D.,N.D.,Ariosto,N.D.,393,358,316,666,666,666,124,666,666,284,115,666,516,0,666,666,666,666,429,619,267,123,C,T,Bologna,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,C,C;T,Bologna,5,1,4,5,1,4,22,22,666,18,5.92,5.83,0,0,0,0,0,0,0,3,0,0,C,C;W;T,Monza,4,5,-1,4,6,-2,14,17,666,12,5.88,6.0,1,0,0,0,0,0,0,3,0,0,0.0,3.565999999999999,8.399999999999997,0,0,0.215,0,0.0,0,N.D.
5435,D,Ds;E,Sobrero,Como,98,22,427,3,3,0,279,7,666,455,465,0,209,184,0,0,0,0,452,304,455,567,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Como,5,7,-2,5,7,-2,12,12,666,23,5.96,5.87,0,0,0,0,0,0,0,4,0,0,0.2291481952805483,2.3479999999999994,9.199999999999998,0,0,0.0,0,0.0,0,N.D.
5436,N.D.,N.D.,Marino,N.D.,563,291,153,666,666,666,330,666,666,32,263,666,329,91,666,666,666,666,175,247,482,579,A,Pc,Bologna,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5439,N.D.,N.D.,Cabrini,N.D.,484,367,72,666,666,666,569,666,666,58,520,666,586,199,666,666,666,666,183,319,133,508,A,A,Verona,6,2,4,6,2,4,3,3,666,22,5.84,6.0,1,0,0,0,0,0,1,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4,1.4666666666666666,0,0,0.0,0,0.0,0,N.D.
5442,N.D.,N.D.,Cantimori,N.D.,140,485,648,666,666,666,56,666,666,36,642,666,614,71,666,666,666,666,45,403,403,550,C,M;C,Lazio,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5449,D,E,Franceschi,Fiorentina,472,646,664,4,4,0,633,10,666,45,275,0,258,607,0,0,0,0,93,440,545,486,D,Ds;E,Empoli,11,8,3,11,8,3,27,26,666,33,6.14,6.14,2,0,0,0,0,0,0,10,1,0,D,Ds;E,Fiorentina,4,8,-4,4,8,-4,18,18,666,21,5.69,5.64,0,0,0,0,0,0,1,4,0,0,D,Ds;E,Fiorentina,10,8,2,10,8,2,13,13,666,20,6.0,6.22,2,0,0,0,0,0,0,3,0,0,0.2854735099727665,4.025333333333332,14.4,1,1,0.95,1,0.2711998344741282,0,Squadra_3_AI
5450,N.D.,N.D.,Tuzzolino,N.D.,65,426,475,666,666,666,90,666,666,311,52,666,602,300,666,666,666,666,46,14,425,298,D,Dd;E,Empoli,4,7,-3,4,7,-3,4,4,666,23,5.7,5.67,0,0,0,0,0,0,1,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.378,1.5333333333333332,0,0,0.0,0,0.0,0,N.D.
5451,N.D.,N.D.,Cafarchia,N.D.,481,53,625,666,666,666,94,666,666,30,570,666,316,363,666,666,666,666,155,71,110,510,C,T,Sassuolo,10,18,-8,10,17,-7,16,16,666,36,5.83,6.01,2,0,0,0,0,0,1,1,0,0,C,T,Sassuolo,8,13,-5,8,12,-4,20,20,666,24,5.94,6.27,2,0,0,0,0,0,2,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.6546666666666665,7.199999999999998,0,0,0.0,0,0.0,0,N.D.
5453,C,M;C,Gucci,Milan,126,432,523,11,11,0,257,29,666,269,539,0,295,483,0,0,0,0,125,216,136,318,C,M;C,Torino,12,7,5,12,7,5,37,37,666,28,6.16,6.3,2,0,0,0,0,0,1,6,0,0,C,M;C,Torino,7,13,-6,7,14,-7,24,29,666,30,5.9,5.87,1,0,0,0,0,0,0,6,1,0,C,M;C,Torino,9,8,1,9,9,0,21,26,666,34,6.06,6.03,1,0,0,0,0,0,1,8,1,0,0.3164208309609927,4.005999999999999,21.46666666666666,1,0,1.0,1,0.3164208309609927,1,Squadra_5_AI
5455,A,A,Gori,Pisa,449,173,329,5,5,0,644,15,666,282,314,0,595,289,0,0,0,0,395,32,299,551,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5457,C,M;C,Toscanini,Lecce,554,235,393,7,7,0,9,8,666,404,636,0,153,4,0,0,0,0,121,636,275,569,C,C,Lecce,5,3,2,5,3,2,8,8,666,21,5.81,5.76,0,0,0,0,0,0,1,5,0,0,C,C,Empoli,5,5,0,5,4,1,15,15,666,34,5.79,5.66,0,0,0,0,0,0,1,11,0,0,C,C,Empoli,3,3,0,3,3,0,10,10,666,22,5.82,5.75,0,0,0,0,0,0,1,3,1,0,0.2936803788067553,3.815999999999999,16.999999999999996,1,1,0.9,1,0.2643123409260797,0,Squadra_3_AI
5460,N.D.,N.D.,Romiti,N.D.,142,301,69,666,666,666,525,666,666,174,48,666,241,144,666,666,666,666,203,112,135,75,A,Pc,Empoli,8,14,-6,8,13,-5,13,13,666,26,5.87,6.08,2,0,0,0,0,0,1,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4053333333333333,1.7333333333333332,0,0,0.0,0,0.0,0,N.D.
5471,A,Pc,Parini,Parma,56,141,329,8,8,0,223,19,666,88,585,0,63,477,0,0,0,0,222,336,523,84,A,Pc,Verona,8,11,-3,8,10,-2,10,8,666,24,5.98,6.06,1,0,0,0,0,0,0,3,0,0,A,Pc,Monza,18,9,9,18,8,10,55,55,666,36,6.08,6.67,9,0,0,3,1,2,2,4,0,0,A,Pc,Parma,13,12,1,13,12,1,18,15,666,23,6.0,6.61,5,0,0,0,0,0,1,4,0,0,0.302806987735181,4.382,17.999999999999996,1,0,0.985,1,0.2982648829191532,1,Squadra_2_AI
5475,N.D.,N.D.,Trapanese,N.D.,61,460,159,666,666,666,135,666,666,170,293,666,617,408,666,666,666,666,484,315,343,280,D,Dd;Dc,Spezia,4,6,-2,4,6,-2,9,10,666,30,5.65,5.53,0,0,0,0,0,0,0,5,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3686666666666666,2.0,0,0,0.0,0,0.0,0,N.D.
5479,N.D.,N.D.,Campanella,N.D.,383,409,363,666,666,666,203,666,666,415,88,666,331,631,666,666,666,666,245,175,85,663,D,Ds;Dc,Lecce,3,5,-2,3,5,-2,4,6,666,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4,0.1333333333333333,0,0,0.0,0,0.0,0,N.D.
5480,N.D.,N.D.,Jovinelli,N.D.,615,364,29,666,666,666,10,666,666,481,368,666,277,165,666,666,666,666,269,573,45,367,D,Dd;E,Empoli,14,3,11,14,3,11,12,12,666,25,6.06,6.46,2,0,0,0,0,0,4,0,0,0,D,Dd;E,Empoli,2,11,-9,2,11,-9,13,15,666,15,5.8,5.87,0,0,0,0,0,0,1,0,0,0,D,Dd;E,Empoli,4,4,0,4,4,0,6,6,666,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0,0.0,4.072666666666666,5.866666666666666,0,0,0.04,0,0.0,0,N.D.
5481,D,Dd;Ds;E,Delle,Napoli,621,361,200,3,3,0,591,6,666,580,65,0,281,645,0,0,0,0,165,103,290,214,D,Dd;E,Salernitana,14,7,7,14,7,7,28,28,666,27,6.17,6.46,2,0,0,0,0,0,3,2,0,0,D,Dd;Ds;E,Napoli,6,12,-6,7,14,-7,20,25,666,25,5.68,5.64,0,0,0,0,0,0,2,4,1,0,D,E,Napoli,1,4,-3,1,4,-3,8,8,666,10,5.7,5.65,0,0,0,0,0,0,0,2,0,0,0.2648926660057417,3.8186666666666658,10.799999999999995,0,0,0.135,0,0.0357605099107751,0,N.D.
5484,N.D.,N.D.,Nadi,N.D.,271,463,263,666,666,666,131,666,666,109,514,666,397,591,666,666,666,666,156,50,24,594,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Venezia,2,4,-2,2,4,-2,9,9,666,16,5.69,5.84,1,0,0,0,0,0,0,1,0,0,0.0,2.336,6.399999999999999,0,0,0.0,0,0.0,0,N.D.
5485,N.D.,N.D.,Ferraris,N.D.,612,612,443,666,666,666,324,666,666,222,529,666,469,341,666,666,666,666,424,171,320,190,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;W,Venezia,2,4,-2,2,4,-2,6,6,666,4,5.88,5.75,0,0,0,0,0,0,0,2,0,0,0.0,2.2999999999999994,1.5999999999999996,0,0,0.0,0,0.0,0,N.D.
5486,N.D.,N.D.,Faranda,N.D.,141,175,26,666,666,666,174,666,666,214,5,666,651,528,666,666,666,666,340,643,586,358,C,C,Salernitana,3,5,-2,3,5,-2,6,6,666,6,5.83,5.75,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C,Venezia,1,1,0,1,1,0,1,1,666,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0.0,2.743333333333333,2.4,0,0,0.0,0,0.0,0,N.D.
5496,A,A,Pizzetti,Cremonese,327,315,482,7,7,0,95,13,666,398,73,0,317,305,0,0,0,0,345,332,657,464,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5498,D,Dc,Prada,Bologna,282,522,172,4,4,0,217,8,666,514,371,0,580,357,0,0,0,0,243,643,599,284,D,Dd;Dc,Lazio,10,9,1,10,10,0,27,30,666,29,6.0,6.03,1,0,0,0,0,0,1,6,0,0,D,Dc,Lazio,3,10,-7,3,10,-7,18,18,666,19,5.68,5.55,0,0,0,0,0,0,0,5,0,0,D,Dc,Bologna,3,8,-5,3,8,-5,9,9,666,15,5.63,5.53,0,0,0,0,0,0,1,1,0,1,0.2409581626430635,3.723999999999999,11.733333333333333,0,0,0.18,0,0.0433724692757514,0,N.D.
5500,A,W;A,Giulietti,Lazio,470,338,384,3,3,0,247,6,666,620,81,0,25,20,0,0,0,0,77,291,228,188,A,A,Lazio,1,7,-6,1,7,-6,4,4,666,6,5.83,5.83,0,0,0,0,0,0,0,4,0,0,A,A,Empoli,12,5,7,12,5,7,25,25,666,34,6.0,6.31,4,0,0,0,0,0,2,7,0,0,A,W;A,Parma,6,4,2,6,4,2,12,15,666,25,5.76,6.04,3,0,0,0,0,0,0,2,1,0,0.4482485621331222,4.0666666666666655,17.2,1,1,0.75,1,0.3361864215998416,1,Squadra_4_AI
5502,N.D.,N.D.,Montecchi,N.D.,307,508,343,666,666,666,287,666,666,353,658,666,357,53,666,666,666,666,294,300,234,56,P,Por,Lazio,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5504,C,M;C,Bernetti,Lecce,133,564,11,8,8,0,231,16,666,286,99,0,37,217,0,0,0,0,300,242,169,23,C,M;C,Salernitana,12,6,6,12,6,6,18,18,666,35,6.06,6.23,3,0,0,0,0,0,3,12,0,0,C,M;C,Salernitana,5,8,-3,5,9,-4,19,22,666,27,5.72,5.65,0,0,0,0,0,0,0,5,0,0,C,M;C,Lecce,10,5,5,10,5,5,20,25,666,37,5.96,6.0,1,0,0,0,0,0,0,3,0,0,0.3786228441224576,3.9453333333333327,22.533333333333328,1,0,0.99,1,0.374836615681233,1,Squadra_1_AI
5505,N.D.,N.D.,Norbiato,N.D.,233,415,379,666,666,666,267,666,666,521,417,666,388,77,666,666,666,666,640,379,211,62,A,Pc,Juventus,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,A,Pc,Frosinone,7,1,6,7,1,6,21,11,666,14,5.93,6.29,3,0,0,2,1,1,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2579999999999998,2.8,0,0,0.0,0,0.0,0,N.D.
5506,A,A,Caccianemico,Genoa,203,498,145,2,2,0,642,5,666,174,572,0,141,121,0,0,0,0,351,18,377,510,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Genoa,14,1,13,14,1,13,21,11,666,23,6.09,6.65,4,0,0,0,0,0,1,0,0,0,A,A,Genoa,10,9,1,10,9,1,12,12,666,18,6.0,6.31,1,0,0,0,0,0,3,1,0,0,0.4070434847038589,3.853999999999999,11.799999999999995,0,1,0.035,0,0.014246521964635,0,N.D.
5507,N.D.,N.D.,Scotto,N.D.,563,652,545,666,666,666,346,666,666,257,171,666,442,613,666,666,666,666,329,156,405,316,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C,Venezia,9,7,2,9,7,2,14,14,666,31,5.9,6.03,2,0,0,0,0,0,0,4,0,0,0.0,2.4119999999999995,12.399999999999997,0,0,0.0,0,0.0,0,N.D.
5510,N.D.,N.D.,Morellato,N.D.,511,453,369,666,666,666,463,666,666,454,21,666,548,112,666,666,666,666,552,42,581,384,C,W;A,Lazio,1,2,-1,1,2,-1,4,4,666,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.5166666666666666,0.1333333333333333,0,0,0.0,0,0.0,0,N.D.
5511,N.D.,N.D.,Panicucci,N.D.,159,618,45,666,666,666,288,666,666,538,563,666,103,423,666,666,666,666,0,606,43,224,C,M;C,Sassuolo,12,6,6,12,7,5,20,23,666,30,5.9,6.27,4,0,0,0,0,0,1,4,0,0,C,C,Sassuolo,8,9,-1,9,8,1,26,26,666,31,5.79,5.92,2,0,0,0,0,0,2,6,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.602,8.199999999999998,0,0,0.0,0,0.0,0,N.D.
5512,A,Pc,Montecchi,Cremonese,333,387,317,7,7,0,149,19,666,109,492,0,418,613,0,0,0,0,282,234,200,31,A,Pc,Sampdoria,1,4,-3,1,4,-3,1,1,666,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0009816189900604,0.3666666666666666,0.0666666666666666,0,0,0.0,0,0.0,0,N.D.
5513,D,E,Pisaroni,Inter,196,1,118,19,19,0,32,94,666,450,238,0,381,223,0,0,0,0,163,555,186,460,D,E,Inter,10,20,-10,10,19,-9,14,14,666,34,5.91,6.0,1,0,0,0,0,0,4,4,0,1,D,E,Inter,16,12,4,15,11,4,85,85,666,30,6.1,6.53,4,0,0,0,0,0,3,2,1,0,D,E,Inter,19,16,3,19,15,4,105,105,666,29,6.19,6.91,7,0,0,0,0,0,2,4,0,0,0.2568439835700498,4.47,19.866666666666664,1,0,0.99,1,0.2542755437343493,0,Squadra_5_AI
5514,D,Ds;Dc,Tremonti,Genoa,211,74,652,10,10,0,241,23,666,367,475,0,656,215,0,0,0,0,18,450,506,641,D,Ds;Dc,Cremonese,6,6,0,6,6,0,8,8,666,23,5.78,5.76,1,0,0,0,0,0,0,7,0,0,D,Ds;Dc,Genoa,13,4,9,13,5,8,17,20,666,35,6.16,6.19,1,0,0,0,0,0,1,6,0,0,D,Ds;Dc,Genoa,11,9,2,11,10,1,38,43,666,36,6.06,6.18,3,0,0,0,0,0,0,9,0,0,0.3605981300135975,4.093999999999999,22.933333333333323,1,0,0.98,1,0.3533861674133255,1,Squadra_3_AI
